0.50 0.49 0.48 0.50 0.49 0.46 0.53 1
0.52 0.44 0.48 0.50 0.37 0.36 0.42 1
0.50 0.51 0.48 0.50 0.27 0.23 0.34 1
0.53 0.42 0.48 0.50 0.16 0.29 0.39 1
0.34 0.46 0.48 0.50 0.52 0.35 0.44 1
0.40 0.42 0.48 0.50 0.37 0.27 0.27 1
0.41 0.43 0.48 0.50 0.50 0.24 0.25 1
0.30 0.45 0.48 0.50 0.36 0.21 0.32 1
0.31 0.47 0.48 0.50 0.29 0.28 0.39 1
0.64 0.76 0.48 0.50 0.45 0.35 0.38 1
0.35 0.37 0.48 0.50 0.30 0.34 0.43 1
0.57 0.54 0.48 0.50 0.37 0.28 0.33 1
0.65 0.55 0.48 0.50 0.34 0.37 0.28 1
0.51 0.46 0.48 0.50 0.58 0.31 0.41 1
0.38 0.40 0.48 0.50 0.63 0.25 0.35 1
0.24 0.57 0.48 0.50 0.63 0.34 0.43 1
0.38 0.26 0.48 0.50 0.54 0.16 0.28 1
0.33 0.47 0.48 0.50 0.53 0.18 0.29 1
0.24 0.34 0.48 0.50 0.38 0.30 0.40 1
0.26 0.50 0.48 0.50 0.44 0.32 0.41 1
0.44 0.49 0.48 0.50 0.39 0.38 0.40 1
0.43 0.32 0.48 0.50 0.33 0.45 0.52 1
0.49 0.43 0.48 0.50 0.49 0.30 0.40 1
0.47 0.28 0.48 0.50 0.56 0.20 0.25 1
0.32 0.33 0.48 0.50 0.60 0.06 0.20 1
0.34 0.35 0.48 0.50 0.51 0.49 0.56 1
0.35 0.34 0.48 0.50 0.46 0.30 0.27 1
0.38 0.30 0.48 0.50 0.43 0.29 0.39 1
0.38 0.44 0.48 0.50 0.43 0.20 0.31 1
0.41 0.51 0.48 0.50 0.58 0.20 0.31 1
0.34 0.42 0.48 0.50 0.41 0.34 0.43 1
0.51 0.49 0.48 0.50 0.53 0.14 0.26 1
0.25 0.51 0.48 0.50 0.37 0.42 0.50 1
0.29 0.28 0.48 0.50 0.50 0.42 0.50 1
0.25 0.26 0.48 0.50 0.39 0.32 0.42 1
0.24 0.41 0.48 0.50 0.49 0.23 0.34 1
0.17 0.39 0.48 0.50 0.53 0.30 0.39 1
0.04 0.31 0.48 0.50 0.41 0.29 0.39 1
0.61 0.36 0.48 0.50 0.49 0.35 0.44 1
0.34 0.51 0.48 0.50 0.44 0.37 0.46 1
0.28 0.33 0.48 0.50 0.45 0.22 0.33 1
0.40 0.46 0.48 0.50 0.42 0.35 0.44 1
0.23 0.34 0.48 0.50 0.43 0.26 0.37 1
0.37 0.44 0.48 0.50 0.42 0.39 0.47 1
0.00 0.38 0.48 0.50 0.42 0.48 0.55 1
0.39 0.31 0.48 0.50 0.38 0.34 0.43 1
0.30 0.44 0.48 0.50 0.49 0.22 0.33 1
0.27 0.30 0.48 0.50 0.71 0.28 0.39 1
0.17 0.52 0.48 0.50 0.49 0.37 0.46 1
0.36 0.42 0.48 0.50 0.53 0.32 0.41 1
0.30 0.37 0.48 0.50 0.43 0.18 0.30 1
0.26 0.40 0.48 0.50 0.36 0.26 0.37 1
0.40 0.41 0.48 0.50 0.55 0.22 0.33 1
0.22 0.34 0.48 0.50 0.42 0.29 0.39 1
0.44 0.35 0.48 0.50 0.44 0.52 0.59 1
0.27 0.42 0.48 0.50 0.37 0.38 0.43 1
0.16 0.43 0.48 0.50 0.54 0.27 0.37 1
0.06 0.61 0.48 0.50 0.49 0.92 0.37 2
0.44 0.52 0.48 0.50 0.43 0.47 0.54 2
0.63 0.47 0.48 0.50 0.51 0.82 0.84 2
0.23 0.48 0.48 0.50 0.59 0.88 0.89 2
0.34 0.49 0.48 0.50 0.58 0.85 0.80 2
0.43 0.40 0.48 0.50 0.58 0.75 0.78 2
0.46 0.61 0.48 0.50 0.48 0.86 0.87 2
0.27 0.35 0.48 0.50 0.51 0.77 0.79 2
0.52 0.39 0.48 0.50 0.65 0.71 0.73 2
0.29 0.47 0.48 0.50 0.71 0.65 0.69 2
0.55 0.47 0.48 0.50 0.57 0.78 0.80 2
0.12 0.67 0.48 0.50 0.74 0.58 0.63 2
0.40 0.50 0.48 0.50 0.65 0.82 0.84 2
0.73 0.36 0.48 0.50 0.53 0.91 0.92 2
0.84 0.44 0.48 0.50 0.48 0.71 0.74 2
0.48 0.45 0.48 0.50 0.60 0.78 0.80 2
0.54 0.49 0.48 0.50 0.40 0.87 0.88 2
0.48 0.41 0.48 0.50 0.51 0.90 0.88 2
0.50 0.66 0.48 0.50 0.31 0.92 0.92 2
0.72 0.46 0.48 0.50 0.51 0.66 0.70 2
0.47 0.55 0.48 0.50 0.58 0.71 0.75 2
0.33 0.56 0.48 0.50 0.33 0.78 0.80 2
0.64 0.58 0.48 0.50 0.48 0.78 0.73 2
0.54 0.57 0.48 0.50 0.56 0.81 0.83 2
0.47 0.59 0.48 0.50 0.52 0.76 0.79 2
0.63 0.50 0.48 0.50 0.59 0.85 0.86 2
0.49 0.42 0.48 0.50 0.53 0.79 0.81 2
0.31 0.50 0.48 0.50 0.57 0.84 0.85 2
0.74 0.44 0.48 0.50 0.55 0.88 0.89 2
0.33 0.45 0.48 0.50 0.45 0.88 0.89 2
0.45 0.40 0.48 0.50 0.61 0.74 0.77 2
0.71 0.40 0.48 0.50 0.71 0.70 0.74 2
0.50 0.37 0.48 0.50 0.66 0.64 0.69 2
0.66 0.53 0.48 0.50 0.59 0.66 0.66 2
0.60 0.61 0.48 0.50 0.54 0.67 0.71 2
0.83 0.37 0.48 0.50 0.61 0.71 0.74 2
0.34 0.51 0.48 0.50 0.67 0.90 0.90 2
0.63 0.54 0.48 0.50 0.65 0.79 0.81 2
0.70 0.40 0.48 0.50 0.56 0.86 0.83 2
0.60 0.50 1.00 0.50 0.54 0.77 0.80 2
0.16 0.51 0.48 0.50 0.33 0.39 0.48 2
0.74 0.70 0.48 0.50 0.66 0.65 0.69 2
0.20 0.46 0.48 0.50 0.57 0.78 0.81 2
0.89 0.55 0.48 0.50 0.51 0.72 0.76 2
0.70 0.46 0.48 0.50 0.56 0.78 0.73 2
0.12 0.43 0.48 0.50 0.63 0.70 0.74 2
0.61 0.52 0.48 0.50 0.54 0.67 0.52 2
0.33 0.37 0.48 0.50 0.46 0.65 0.69 2
0.63 0.65 0.48 0.50 0.66 0.67 0.71 2
0.41 0.51 0.48 0.50 0.53 0.75 0.78 2
0.34 0.67 0.48 0.50 0.52 0.76 0.79 2
0.58 0.34 0.48 0.50 0.56 0.87 0.81 2
0.59 0.56 0.48 0.50 0.55 0.80 0.82 2
0.51 0.40 0.48 0.50 0.57 0.62 0.67 2
0.50 0.57 0.48 0.50 0.71 0.61 0.66 2
0.60 0.46 0.48 0.50 0.45 0.81 0.83 2
0.37 0.47 0.48 0.50 0.39 0.76 0.79 2
0.58 0.55 0.48 0.50 0.57 0.70 0.74 2
0.36 0.47 0.48 0.50 0.51 0.69 0.72 2
0.39 0.41 0.48 0.50 0.52 0.72 0.75 2
0.35 0.51 0.48 0.50 0.61 0.71 0.74 2
0.31 0.44 0.48 0.50 0.50 0.79 0.82 2
0.61 0.66 0.48 0.50 0.46 0.87 0.88 2
0.48 0.49 0.48 0.50 0.52 0.77 0.71 2
0.11 0.50 0.48 0.50 0.58 0.72 0.68 2
0.31 0.36 0.48 0.50 0.58 0.94 0.94 2
0.68 0.51 0.48 0.50 0.71 0.75 0.78 2
0.69 0.39 0.48 0.50 0.57 0.76 0.79 2
0.52 0.54 0.48 0.50 0.62 0.76 0.79 2
0.46 0.59 0.48 0.50 0.36 0.76 0.23 2
0.36 0.45 0.48 0.50 0.38 0.79 0.17 2
0.00 0.51 0.48 0.50 0.35 0.67 0.44 2
0.10 0.49 0.48 0.50 0.41 0.67 0.21 2
0.30 0.51 0.48 0.50 0.42 0.61 0.34 2
0.61 0.47 0.48 0.50 0.00 0.80 0.32 2
0.63 0.75 0.48 0.50 0.64 0.73 0.66 2
0.71 0.52 0.48 0.50 0.64 1.00 0.99 2
0.85 0.53 0.48 0.50 0.53 0.52 0.35 3
0.63 0.49 0.48 0.50 0.54 0.76 0.79 3
0.75 0.55 1.00 1.00 0.40 0.47 0.30 4
0.70 0.39 1.00 0.50 0.51 0.82 0.84 4
0.72 0.42 0.48 0.50 0.65 0.77 0.79 5
0.79 0.41 0.48 0.50 0.66 0.81 0.83 5
0.83 0.48 0.48 0.50 0.65 0.76 0.79 5
0.69 0.43 0.48 0.50 0.59 0.74 0.77 5
0.79 0.36 0.48 0.50 0.46 0.82 0.70 5
0.78 0.33 0.48 0.50 0.57 0.77 0.79 5
0.75 0.37 0.48 0.50 0.64 0.70 0.74 5
0.59 0.29 0.48 0.50 0.64 0.75 0.77 5
0.67 0.37 0.48 0.50 0.54 0.64 0.68 5
0.66 0.48 0.48 0.50 0.54 0.70 0.74 5
0.64 0.46 0.48 0.50 0.48 0.73 0.76 5
0.76 0.71 0.48 0.50 0.50 0.71 0.75 5
0.84 0.49 0.48 0.50 0.55 0.78 0.74 5
0.77 0.55 0.48 0.50 0.51 0.78 0.74 5
0.81 0.44 0.48 0.50 0.42 0.67 0.68 5
0.58 0.60 0.48 0.50 0.59 0.73 0.76 5
0.63 0.42 0.48 0.50 0.48 0.77 0.80 5
0.62 0.42 0.48 0.50 0.58 0.79 0.81 5
0.86 0.39 0.48 0.50 0.59 0.89 0.90 5
0.81 0.53 0.48 0.50 0.57 0.87 0.88 5
0.87 0.49 0.48 0.50 0.61 0.76 0.79 5
0.47 0.46 0.48 0.50 0.62 0.74 0.77 5
0.76 0.41 0.48 0.50 0.50 0.59 0.62 5
0.70 0.53 0.48 0.50 0.70 0.86 0.87 5
0.64 0.45 0.48 0.50 0.67 0.61 0.66 5
0.81 0.52 0.48 0.50 0.57 0.78 0.80 5
0.73 0.26 0.48 0.50 0.57 0.75 0.78 5
0.49 0.61 1.00 0.50 0.56 0.71 0.74 5
0.88 0.42 0.48 0.50 0.52 0.73 0.75 5
0.84 0.54 0.48 0.50 0.75 0.92 0.70 5
0.63 0.51 0.48 0.50 0.64 0.72 0.76 5
0.86 0.55 0.48 0.50 0.63 0.81 0.83 5
0.79 0.54 0.48 0.50 0.50 0.66 0.68 5
0.57 0.38 0.48 0.50 0.06 0.49 0.33 5
0.78 0.44 0.48 0.50 0.45 0.73 0.68 5
0.78 0.68 0.48 0.50 0.83 0.40 0.29 6
0.63 0.69 0.48 0.50 0.65 0.41 0.28 6
0.67 0.88 0.48 0.50 0.73 0.50 0.25 6
0.61 0.75 0.48 0.50 0.51 0.33 0.33 6
0.67 0.84 0.48 0.50 0.74 0.54 0.37 6
0.74 0.90 0.48 0.50 0.57 0.53 0.29 6
0.73 0.84 0.48 0.50 0.86 0.58 0.29 6
0.75 0.76 0.48 0.50 0.83 0.57 0.30 6
0.77 0.57 0.48 0.50 0.88 0.53 0.20 6
0.74 0.78 0.48 0.50 0.75 0.54 0.15 6
0.68 0.76 0.48 0.50 0.84 0.45 0.27 6
0.56 0.68 0.48 0.50 0.77 0.36 0.45 6
0.65 0.51 0.48 0.50 0.66 0.54 0.33 6
0.52 0.81 0.48 0.50 0.72 0.38 0.38 6
0.64 0.57 0.48 0.50 0.70 0.33 0.26 6
0.60 0.76 1.00 0.50 0.77 0.59 0.52 6
0.69 0.59 0.48 0.50 0.77 0.39 0.21 6
0.63 0.49 0.48 0.50 0.79 0.45 0.28 6
0.71 0.71 0.48 0.50 0.68 0.43 0.36 6
0.68 0.63 0.48 0.50 0.73 0.40 0.30 6
0.77 0.57 1.00 0.50 0.37 0.54 0.01 7
0.66 0.49 1.00 0.50 0.54 0.56 0.36 7
0.71 0.46 1.00 0.50 0.52 0.59 0.30 7
0.67 0.55 1.00 0.50 0.66 0.58 0.16 7
0.68 0.49 1.00 0.50 0.62 0.55 0.28 7
0.74 0.49 0.48 0.50 0.42 0.54 0.36 8
0.70 0.61 0.48 0.50 0.56 0.52 0.43 8
0.66 0.86 0.48 0.50 0.34 0.41 0.36 8
0.73 0.78 0.48 0.50 0.58 0.51 0.31 8
0.65 0.57 0.48 0.50 0.47 0.47 0.51 8
0.72 0.86 0.48 0.50 0.17 0.55 0.21 8
0.67 0.70 0.48 0.50 0.46 0.45 0.33 8
0.67 0.81 0.48 0.50 0.54 0.49 0.23 8
0.67 0.61 0.48 0.50 0.51 0.37 0.38 8
0.63 1.00 0.48 0.50 0.35 0.51 0.49 8
0.57 0.59 0.48 0.50 0.39 0.47 0.33 8
0.71 0.71 0.48 0.50 0.40 0.54 0.39 8
0.66 0.74 0.48 0.50 0.31 0.38 0.43 8
0.67 0.81 0.48 0.50 0.25 0.42 0.25 8
0.64 0.72 0.48 0.50 0.49 0.42 0.19 8
0.68 0.82 0.48 0.50 0.38 0.65 0.56 8
0.32 0.39 0.48 0.50 0.53 0.28 0.38 8
0.70 0.64 0.48 0.50 0.47 0.51 0.47 8
0.63 0.57 0.48 0.50 0.49 0.70 0.20 8
0.74 0.82 0.48 0.50 0.49 0.49 0.41 8
0.63 0.86 0.48 0.50 0.39 0.47 0.34 8
0.63 0.83 0.48 0.50 0.40 0.39 0.19 8
0.63 0.71 0.48 0.50 0.60 0.40 0.39 8
0.71 0.86 0.48 0.50 0.40 0.54 0.32 8
0.68 0.78 0.48 0.50 0.43 0.44 0.42 8
0.64 0.84 0.48 0.50 0.37 0.45 0.40 8
0.74 0.47 0.48 0.50 0.50 0.57 0.42 8
0.75 0.84 0.48 0.50 0.35 0.52 0.33 8
0.63 0.65 0.48 0.50 0.39 0.44 0.35 8
0.69 0.67 0.48 0.50 0.30 0.39 0.24 8
0.70 0.71 0.48 0.50 0.42 0.84 0.85 8
0.69 0.80 0.48 0.50 0.46 0.57 0.26 8
0.64 0.66 0.48 0.50 0.41 0.39 0.20 8
0.63 0.80 0.48 0.50 0.46 0.31 0.29 8
0.66 0.71 0.48 0.50 0.41 0.50 0.35 8
0.69 0.59 0.48 0.50 0.46 0.44 0.52 8
0.68 0.67 0.48 0.50 0.49 0.40 0.34 8
0.64 0.78 0.48 0.50 0.50 0.36 0.38 8
0.62 0.78 0.48 0.50 0.47 0.49 0.54 8
0.76 0.73 0.48 0.50 0.44 0.39 0.39 8
0.64 0.81 0.48 0.50 0.37 0.39 0.44 8
0.29 0.39 0.48 0.50 0.52 0.40 0.48 8
0.62 0.83 0.48 0.50 0.46 0.36 0.40 8
0.56 0.54 0.48 0.50 0.43 0.37 0.30 8
0.69 0.66 0.48 0.50 0.41 0.50 0.25 8
0.69 0.65 0.48 0.50 0.63 0.48 0.41 8
0.43 0.59 0.48 0.50 0.52 0.49 0.56 8
0.74 0.56 0.48 0.50 0.47 0.68 0.30 8
0.71 0.57 0.48 0.50 0.48 0.35 0.32 8
0.61 0.60 0.48 0.50 0.44 0.39 0.38 8
0.59 0.61 0.48 0.50 0.42 0.42 0.37 8
0.74 0.74 0.48 0.50 0.31 0.53 0.52 8
